workerid,A,percent_2,percent_1,B,read_and_decide_time,quant,read_time_one,response
55,"""isbant""","""11""","""89""","""unairs""",1474,"""Few""",3166,false
55,"""menner""","""52""","""48""","""nandow""",1063,"""Most""",1065,true
55,"""dorder""","""53""","""47""","""coggon""",1231,"""Many""",1392,false
55,"""awplor""","""17""","""83""","""fasees""",1167,"""Few""",1338,false
55,"""pirter""","""93""","""7""","""secent""",888,"""More than half""",1024,true
55,"""pengyl""","""9""","""91""","""sedest""",1095,"""Fewer than half""",1631,true
55,"""boddle""","""70""","""30""","""molill""",1184,"""Few""",2646,true
55,"""devole""","""15""","""85""","""sholly""",1272,"""Many""",1007,true
55,"""raster""","""95""","""5""","""movell""",975,"""Most""",816,true
55,"""strant""","""68""","""32""","""potind""",961,"""Few""",1415,true
55,"""middor""","""29""","""71""","""drooty""",968,"""Most""",968,true
55,"""cosutz""","""30""","""70""","""spover""",3166,"""Few""",1319,true
55,"""bemble""","""85""","""15""","""squank""",1503,"""More than half""",1295,false
55,"""tiklet""","""41""","""59""","""hullaw""",3608,"""More than half""",1488,true
55,"""spunge""","""33""","""67""","""wenple""",985,"""Most""",3391,true
55,"""gukbar""","""1""","""99""","""soarse""",1279,"""Fewer than half""",1446,true
55,"""chevel""","""70""","""30""","""podden""",1159,"""More than half""",1127,false
55,"""isbant""","""56""","""44""","""unairs""",983,"""More than half""",1046,true
55,"""kustle""","""22""","""78""","""reshix""",1103,"""Fewer than half""",1007,false
55,"""shurry""","""13""","""87""","""preser""",720,"""Most""",943,true
55,"""spunge""","""69""","""31""","""wenple""",1760,"""Many""",838,false
55,"""schook""","""70""","""30""","""jabant""",1287,"""Many""",1056,false
55,"""strant""","""18""","""82""","""potind""",961,"""Fewer than half""",815,false
55,"""russer""","""92""","""8""","""huttle""",1408,"""More than half""",869,false
55,"""strant""","""42""","""58""","""potind""",1120,"""Most""",936,true
55,"""bameta""","""73""","""27""","""unzast""",1166,"""More than half""",822,false
55,"""pliper""","""89""","""11""","""sesare""",1202,"""More than half""",895,true
55,"""jallem""","""98""","""2""","""sildal""",946,"""Fewer than half""",839,true
55,"""bameta""","""7""","""93""","""unzast""",1288,"""Few""",993,true
55,"""pengyl""","""69""","""31""","""sedest""",711,"""Many""",967,false
55,"""dorder""","""78""","""22""","""coggon""",769,"""Fewer than half""",1063,true
55,"""werner""","""51""","""49""","""hurmer""",1056,"""Few""",126,true
55,"""pluset""","""98""","""2""","""stubad""",1256,"""Many""",1095,false
55,"""ingell""","""32""","""68""","""nalill""",1000,"""Few""",975,true
55,"""tiklet""","""71""","""29""","""hullaw""",1007,"""Few""",800,true
55,"""padnet""","""1""","""99""","""fanely""",1239,"""Few""",654,false
55,"""bameta""","""73""","""27""","""unzast""",1080,"""Most""",832,false
55,"""umpond""","""54""","""46""","""marire""",1497,"""Most""",791,false
55,"""beckel""","""35""","""65""","""racual""",969,"""More than half""",727,true
55,"""kustle""","""96""","""4""","""reshix""",1216,"""Few""",1224,true
55,"""pirter""","""23""","""77""","""secent""",1772,"""Few""",804,false
55,"""jallem""","""3""","""97""","""sildal""",1136,"""Few""",871,false
55,"""tecker""","""40""","""60""","""biller""",735,"""Few""",941,false
55,"""chulks""","""45""","""55""","""vulhor""",1113,"""Few""",840,true
55,"""zetten""","""1""","""99""","""unfobs""",991,"""Many""",950,true
55,"""sporer""","""24""","""76""","""firtly""",662,"""Few""",1007,false
55,"""tecker""","""63""","""37""","""biller""",1319,"""More than half""",4462,false
55,"""awplor""","""3""","""97""","""fasees""",872,"""Many""",1086,true
55,"""raster""","""3""","""97""","""movell""",912,"""Many""",1000,true
55,"""awplor""","""65""","""35""","""fasees""",1144,"""Fewer than half""",750,false
55,"""bemble""","""52""","""48""","""squank""",744,"""Many""",902,true
55,"""hadder""","""8""","""92""","""ollidy""",1592,"""Fewer than half""",845,true
55,"""coamin""","""15""","""85""","""mucond""",1175,"""Few""",720,false
55,"""pengyl""","""11""","""89""","""sedest""",919,"""Few""",383,true
55,"""werner""","""68""","""32""","""hurmer""",1136,"""Many""",247,false
55,"""shamer""","""62""","""38""","""bloifs""",1297,"""Many""",184,true
55,"""clidge""","""96""","""4""","""hensly""",1647,"""Many""",231,false
55,"""isbant""","""17""","""83""","""unairs""",919,"""Many""",190,false
55,"""chadop""","""49""","""51""","""shaple""",1879,"""Few""",678,false
55,"""spunge""","""24""","""76""","""wenple""",1470,"""Few""",1056,false
55,"""padnet""","""79""","""21""","""fanely""",1048,"""Fewer than half""",910,true
55,"""pobbit""","""62""","""38""","""spippy""",882,"""Few""",808,true
55,"""zetten""","""17""","""83""","""unfobs""",1095,"""Most""",892,true
55,"""cather""","""15""","""85""","""funder""",909,"""Many""",1274,true
55,"""coamin""","""44""","""56""","""mucond""",1636,"""Fewer than half""",896,false
55,"""jallem""","""84""","""16""","""sildal""",1576,"""Most""",319,true
55,"""puggle""","""1""","""99""","""entand""",1457,"""Many""",2230,true
55,"""monter""","""25""","""75""","""melelt""",1466,"""Few""",1667,false
55,"""tecker""","""93""","""7""","""biller""",1128,"""Fewer than half""",3001,true
55,"""ancits""","""10""","""90""","""smeath""",671,"""More than half""",951,false
55,"""menner""","""19""","""81""","""nandow""",1012,"""Many""",992,true
55,"""chevel""","""85""","""15""","""podden""",1065,"""Most""",910,false
55,"""pliper""","""55""","""45""","""sesare""",911,"""Few""",1112,false
55,"""tiklet""","""41""","""59""","""hullaw""",992,"""Most""",983,true
55,"""mecket""","""32""","""68""","""plumry""",890,"""More than half""",766,true
55,"""tiklet""","""36""","""64""","""hullaw""",1288,"""Fewer than half""",1016,false
55,"""fleeve""","""37""","""63""","""scalfs""",1862,"""Fewer than half""",960,true
55,"""gukbar""","""41""","""59""","""soarse""",1136,"""Most""",1592,true
55,"""cosutz""","""16""","""84""","""spover""",1206,"""More than half""",872,true
55,"""raster""","""87""","""13""","""movell""",1304,"""More than half""",1191,false
55,"""awplor""","""71""","""29""","""fasees""",1120,"""More than half""",1024,false
55,"""shamer""","""73""","""27""","""bloifs""",1190,"""Few""",855,true
55,"""zetten""","""27""","""73""","""unfobs""",895,"""Fewer than half""",849,true
55,"""hadder""","""94""","""6""","""ollidy""",1039,"""Many""",1072,true
55,"""ancits""","""23""","""77""","""smeath""",1327,"""Most""",951,true
55,"""spunge""","""5""","""95""","""wenple""",1017,"""Fewer than half""",975,false
55,"""russer""","""73""","""27""","""huttle""",1031,"""Fewer than half""",902,false
55,"""clidge""","""7""","""93""","""hensly""",1078,"""More than half""",1336,true
55,"""puggle""","""3""","""97""","""entand""",1048,"""Most""",2064,true
55,"""beckel""","""31""","""69""","""racual""",929,"""Many""",790,true
55,"""boddle""","""86""","""14""","""molill""",1120,"""Most""",776,false
55,"""shurry""","""66""","""34""","""preser""",2448,"""Many""",215,false
55,"""devole""","""79""","""21""","""sholly""",1283,"""Most""",854,false
55,"""monter""","""9""","""91""","""melelt""",1246,"""Many""",1001,true
55,"""ingell""","""52""","""48""","""nalill""",1079,"""More than half""",2833,false
55,"""devole""","""90""","""10""","""sholly""",1299,"""More than half""",986,false
55,"""strant""","""34""","""66""","""potind""",1145,"""Many""",905,true
55,"""chadop""","""72""","""28""","""shaple""",1005,"""Many""",1052,false
55,"""bameta""","""34""","""66""","""unzast""",1497,"""Many""",831,false
55,"""umpond""","""94""","""6""","""marire""",1733,"""Many""",232,false
55,"""fleeve""","""25""","""75""","""scalfs""",1242,"""More than half""",5126,true
55,"""padnet""","""11""","""89""","""fanely""",929,"""Many""",814,true
55,"""chevel""","""17""","""83""","""podden""",697,"""Many""",1534,true
55,"""chadop""","""35""","""65""","""shaple""",937,"""More than half""",1101,true
55,"""isbant""","""82""","""18""","""unairs""",904,"""Fewer than half""",1230,true
55,"""werner""","""4""","""96""","""hurmer""",920,"""Most""",961,true
55,"""kustle""","""21""","""79""","""reshix""",821,"""Many""",1289,true
55,"""birler""","""30""","""70""","""enciad""",913,"""Few""",998,false
55,"""coamin""","""23""","""77""","""mucond""",1071,"""More than half""",6501,true
55,"""pluset""","""64""","""36""","""stubad""",1530,"""Fewer than half""",1183,false
55,"""devole""","""78""","""22""","""sholly""",1048,"""Fewer than half""",7359,true
55,"""schook""","""25""","""75""","""jabant""",1016,"""Fewer than half""",883,false
55,"""clidge""","""28""","""72""","""hensly""",1175,"""Few""",871,false
55,"""bemble""","""68""","""32""","""squank""",1093,"""Most""",1008,false
55,"""birler""","""80""","""20""","""enciad""",991,"""More than half""",968,false
55,"""menner""","""65""","""35""","""nandow""",979,"""Fewer than half""",919,true
55,"""chevel""","""59""","""41""","""podden""",1119,"""Few""",768,true
55,"""hadder""","""34""","""66""","""ollidy""",872,"""Most""",824,true
55,"""birler""","""59""","""41""","""enciad""",1080,"""Fewer than half""",1256,false
55,"""chadop""","""6""","""94""","""shaple""",865,"""Most""",894,true
55,"""puctor""","""58""","""42""","""recure""",1207,"""More than half""",1072,false
55,"""ingell""","""68""","""32""","""nalill""",1073,"""Most""",1150,false
55,"""werner""","""40""","""60""","""hurmer""",992,"""More than half""",792,true
55,"""gukbar""","""89""","""11""","""soarse""",1023,"""Many""",1823,false
55,"""fleeve""","""49""","""51""","""scalfs""",1383,"""Many""",1006,true
55,"""chevel""","""77""","""23""","""podden""",904,"""Fewer than half""",2167,false
55,"""puggle""","""39""","""61""","""entand""",1135,"""Fewer than half""",1023,false
55,"""beckel""","""68""","""32""","""racual""",1065,"""Few""",958,true
55,"""ingell""","""74""","""26""","""nalill""",1242,"""Fewer than half""",1240,true
55,"""russer""","""29""","""71""","""huttle""",1007,"""Few""",1104,false
55,"""coppar""","""53""","""47""","""hunene""",1495,"""Most""",2439,true
55,"""pengyl""","""44""","""56""","""sedest""",1887,"""More than half""",3006,true
55,"""ancits""","""23""","""77""","""smeath""",1568,"""Fewer than half""",999,false
55,"""spunge""","""19""","""81""","""wenple""",1008,"""More than half""",1206,true
55,"""awplor""","""79""","""21""","""fasees""",1067,"""Most""",951,false
55,"""devole""","""3""","""97""","""sholly""",2344,"""Few""",1200,false
55,"""pobbit""","""43""","""57""","""spippy""",1847,"""Many""",8852,true
55,"""shurry""","""27""","""73""","""preser""",1224,"""Fewer than half""",1581,false
55,"""schook""","""32""","""68""","""jabant""",1633,"""Few""",1071,false
55,"""pliper""","""70""","""30""","""sesare""",1257,"""Most""",904,false
56,"""glerb""",80,20,"""fizzda""",7140,"""All""",97,true
56,"""thonk""",18,82,"""krangly""",3294,"""Some""",100,true
56,"""slarm""",89,11,"""briddle""",1659,"""None""",82,false
56,"""klong""",38,62,"""nooty""",2235,"""All""",98,false
56,"""dring""",72,28,"""larfy""",1000,"""None""",99,false
56,"""floom""",8,92,"""plerful""",798,"""Some""",113,true
56,"""blek""",46,54,"""orkital""",970,"""None""",99,false
56,"""tenk""",97,3,"""glurgy""",858,"""All""",88,false
56,"""chulks""","""20""","""80""","""vulhor""",475,"""Fewer than half""",117,false
56,"""cather""","""65""","""35""","""funder""",920,"""Many""",93,false
56,"""shurry""","""33""","""67""","""preser""",1200,"""More than half""",89,true
56,"""hadder""","""24""","""76""","""ollidy""",467,"""Most""",103,true
56,"""jallem""","""61""","""39""","""sildal""",377,"""Many""",85,true
56,"""ingell""","""76""","""24""","""nalill""",381,"""Many""",103,true
56,"""pobbit""","""59""","""41""","""spippy""",379,"""Most""",100,true
56,"""chadop""","""26""","""74""","""shaple""",1520,"""Few""",93,false
56,"""chadop""","""47""","""53""","""shaple""",903,"""Most""",132,true
56,"""bameta""","""99""","""1""","""unzast""",2062,"""More than half""",108,true
56,"""tecker""","""71""","""29""","""biller""",1174,"""Fewer than half""",117,true
56,"""pirter""","""55""","""45""","""secent""",2686,"""Most""",103,false
56,"""shamer""","""2""","""98""","""bloifs""",1160,"""Many""",97,true
56,"""shurry""","""41""","""59""","""preser""",1285,"""Most""",134,true
56,"""spunge""","""31""","""69""","""wenple""",1844,"""Few""",100,true
56,"""chevel""","""68""","""32""","""podden""",1651,"""Most""",105,false
56,"""birler""","""54""","""46""","""enciad""",1735,"""Most""",124,true
56,"""raster""","""83""","""17""","""movell""",1462,"""More than half""",114,false
56,"""devole""","""58""","""42""","""sholly""",2173,"""More than half""",116,true
56,"""werner""","""10""","""90""","""hurmer""",1216,"""More than half""",128,true
56,"""isbant""","""74""","""26""","""unairs""",1139,"""More than half""",96,true
56,"""spunge""","""48""","""52""","""wenple""",2002,"""Many""",100,true
56,"""tecker""","""91""","""9""","""biller""",2062,"""Most""",88,true
56,"""puggle""","""33""","""67""","""entand""",1309,"""Fewer than half""",115,false
56,"""shrile""","""20""","""80""","""athoid""",1377,"""Most""",109,true
56,"""russer""","""54""","""46""","""huttle""",790,"""More than half""",92,false
56,"""menner""","""45""","""55""","""nandow""",797,"""Many""",105,true
56,"""bemble""","""69""","""31""","""squank""",1648,"""More than half""",95,true
56,"""beckel""","""48""","""52""","""racual""",1425,"""More than half""",93,true
56,"""schook""","""87""","""13""","""jabant""",1046,"""Few""",98,true
56,"""clidge""","""86""","""14""","""hensly""",1126,"""Few""",85,true
56,"""schook""","""40""","""60""","""jabant""",1376,"""More than half""",86,false
56,"""hadder""","""28""","""72""","""ollidy""",1572,"""More than half""",81,false
56,"""fleeve""","""4""","""96""","""scalfs""",2329,"""Fewer than half""",131,false
56,"""middor""","""20""","""80""","""drooty""",1397,"""Few""",118,false
56,"""monter""","""15""","""85""","""melelt""",1254,"""Fewer than half""",115,true
56,"""dorder""","""65""","""35""","""coggon""",829,"""Fewer than half""",100,true
56,"""coppar""","""93""","""7""","""hunene""",1023,"""Most""",78,true
56,"""birler""","""88""","""12""","""enciad""",1300,"""More than half""",89,true
56,"""chevel""","""16""","""84""","""podden""",723,"""Many""",66,true
56,"""padnet""","""73""","""27""","""fanely""",1074,"""Most""",89,true
56,"""padnet""","""51""","""49""","""fanely""",2299,"""Many""",81,false
56,"""ingell""","""65""","""35""","""nalill""",1457,"""Most""",116,false
56,"""tiklet""","""54""","""46""","""hullaw""",2124,"""Many""",157,false
56,"""chulks""","""18""","""82""","""vulhor""",947,"""More than half""",105,true
56,"""pirter""","""85""","""15""","""secent""",813,"""More than half""",103,true
56,"""umpond""","""62""","""38""","""marire""",738,"""More than half""",91,true
56,"""raster""","""57""","""43""","""movell""",1484,"""Most""",85,true
56,"""dorder""","""33""","""67""","""coggon""",1420,"""Many""",69,true
56,"""gukbar""","""79""","""21""","""soarse""",1239,"""Few""",89,true
56,"""birler""","""91""","""9""","""enciad""",1145,"""Fewer than half""",83,false
56,"""jallem""","""71""","""29""","""sildal""",814,"""Most""",86,true
56,"""pengyl""","""88""","""12""","""sedest""",1456,"""Many""",105,true
56,"""bemble""","""62""","""38""","""squank""",672,"""Fewer than half""",100,true
56,"""shamer""","""2""","""98""","""bloifs""",648,"""Fewer than half""",100,false
56,"""jallem""","""62""","""38""","""sildal""",1363,"""Few""",95,false
56,"""dorder""","""65""","""35""","""coggon""",751,"""More than half""",106,false
56,"""puctor""","""17""","""83""","""recure""",647,"""Few""",112,false
56,"""ancits""","""6""","""94""","""smeath""",1324,"""Most""",88,false
56,"""cosutz""","""28""","""72""","""spover""",765,"""More than half""",102,true
56,"""awplor""","""42""","""58""","""fasees""",830,"""Many""",86,true
56,"""cosutz""","""38""","""62""","""spover""",858,"""Most""",78,true
56,"""shrile""","""40""","""60""","""athoid""",2624,"""Many""",102,true
